"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"6240.82838";"6240.82838";"6240.82838";"6240.82838";"6240.82838";"6240.82838";"6240.82838";"6240.82838";"6240.82838";"6240.82838";"6240.82838";"6240.82838";"6240.82838";"6240.82838";"6240.82838";"6240.82838";"6240.82838";"6240.82838";"6240.82838";"6240.82838";"6240.82838";"6240.82838";"6240.82838";"6240.82838";"6240.82838";"6240.82838";"6240.82838";"6240.82838"
"4am";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";"0";"0";" 0";" 0";"0";" 0";"0";" 0";"0";"0";"0";" 0"
"5am";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";"0";" 0";"0";" 0";"0";"0";"0";" 0"
"6am";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";"0";" 0"
"7am";"   0.0000";"   0.0000";"1073.9083";"   0.0000";"   0.0000";"1199.5098";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";" 750.0547";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000"
"8am";"1753.1099";"1513.2257";"2158.8553";"1043.1742";"1278.9367";"2023.9289";"   0.0000";"   0.0000";"   0.0000";"1061.5151";"   0.0000";"1391.5063";"   0.0000";" 842.8457";"1232.2092";"   0.0000";"1347.7422";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000"
"9am";"2258.5004";"1799.3250";"2318.1625";"1164.5585";"1514.5507";"2570.4980";"   0.0000";"   0.0000";"   0.0000";"1179.7168";"   0.0000";"1646.3292";"   0.0000";" 889.5413";"1335.4105";"   0.0000";"1630.5857";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000"
"10am";"2423.9908";"1920.1174";"2238.8976";"1378.3980";"1635.6178";"2702.8184";"   0.0000";"   0.0000";"   0.0000";"1150.6834";"   0.0000";"1673.5155";"   0.0000";" 927.4914";"1452.8778";"   0.0000";"1345.7387";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000"
"11am";"2275.4639";"1993.1996";"2147.9159";"1222.5159";"1625.9451";"2274.2130";"   0.0000";"   0.0000";"   0.0000";"1150.6834";"   0.0000";"1527.6598";"   0.0000";" 844.8471";"1335.5195";"   0.0000";"1259.0490";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000"
