"hour","cleduc1","cleduc2","cleduc3","cleduc4"
"4am",0.279024747706366,0.189203343082958,0.254787301844434,0.405424093714682
"5am",0.287234035575603,0.166622701298437,0.261087363712462,0.39173169222833
"6am",0.285033323509042,0.146828599715104,0.267406743108416,0.356826202643018
"7am",0.324347686244458,0.122015642087456,0.230419006942915,0.386772681995334
"8am",0.339620358801559,0.0918310863211324,0.198259727962763,0.227006301892656
"9am",0.347935302754698,0.0757694020013039,0.196109785892059,0.201455551299708
"10am",0.334499710879248,0.0826463919062032,0.218988865717968,0.206602537656365
"11am",0.34501089261208,0.0923418508072335,0.242477741271836,0.26778196562751
"12am",0.320833782691592,0.0608651351801778,0.211209637407872,0.246932331866849
"1pm",0.319331245975393,0.043890319088369,0.111766964518282,0.292720275206248
"2pm",0.309459336829552,0.174820978282229,0.174698478281431,0.403244379262993
"3pm",0.2953410112149,0.172020646608774,0.117608214831314,0.393952342508439
"4pm",0.346134621026999,0.16169013628131,0.16474893022353,0.419314329583445
"5pm",0.330743691598245,0.104455780976207,0.108356653458332,0.329559158201002
"6pm",0.348187068082799,0.114186005545547,0.138377067054631,0.336368362337438
"7pm",0.323679293661355,0.14039908233814,0.12486743226201,0.376898184738356
"8pm",0.300136274146204,0.176580310533447,0.183976305382138,0.430678185166569
"9pm",0.294986321460857,0.226648348040346,0.237058431062696,0.42998556800938
"10pm",0.284678701718821,0.207859517960751,0.217630752008746,0.440097733874766
"11pm",0.285302234641703,0.205089398428125,0.210441863791102,0.44931443001301
"12pm",0.281300224302775,0.200323307787762,0.216731474019627,0.444732262465379
"1am",0.281444455261928,0.197338938971514,0.213295108138632,0.43786148774559
"2am",0.281282477155093,0.197913155505534,0.212965989669049,0.436214929104407
"3am",0.282342549657764,0.198935325254383,0.21262441680033,0.435501990267195
