"hour","mode1","mode2","mode3"
"4am",0.080007430294243,0.0695040409537517,-0.0170723968327812
"5am",0.072661711241901,0.0830222677762302,-0.00920688292179766
"6am",0.218610997420065,0.0877143412791926,-0.0430245021913075
"7am",0.352489090050409,0.15245094798848,-0.0868078369821262
"8am",0.312737106487257,0.0737944767746242,-0.030609732860295
"9am",0.342168689019196,0.131652413559345,0.0421814552831289
"10am",0.362754671045978,0.0757298847909314,-0.0265142850195815
"11am",0.35273272523447,0.134723239062706,-0.0286595186774602
"12am",0.330756017142641,0.166331070356447,-0.0353056411976541
"1pm",0.318204214637715,0.0884242611465014,0.00235547094751347
"2pm",0.315809776052827,0.0348661798963638,-0.0560811692836889
"3pm",0.274459123146545,0.0802985495349422,0.0358061544467689
"4pm",0.2874162769696,0.0956702070761339,0.0114358097639425
"5pm",0.101488844129864,0.038727011075831,-0.0118830494232861
"6pm",0.0820372705766542,-0.00869557185771768,-0.0664776406104178
"7pm",0.103396335560411,0.0679732687300412,-0.032192404968824
"8pm",0.112565267968945,0.0575271354140825,-0.0394738943705272
"9pm",0.096991103214033,0.0692714702462683,-0.0332328203687916
"10pm",0.0938905099378265,0.0711142581583894,-0.0245837161837294
"11pm",0.0910125548343624,0.0576669737157065,-0.0309257441082846
"12pm",0.0907154252155771,0.0642168338433003,-0.0195599800209439
"1am",0.0907776662195014,0.0652943007869072,-0.0176350090196066
"2am",0.0921431900233235,0.068917681552647,-0.0155262293279081
"3am",0.0922976493443255,0.0706036909165448,-0.0147090663466849
