"hour","age1","age2","age3","age4"
"4am",0.170860863699092,0.0934012221006917,0.0164625897103447,-0.104886130308017
"5am",0.177987364891933,0.0669218428030159,0.00334635985890567,-0.0807151280500238
"6am",0.244521454940567,0.117659819807254,0.0234670338591166,-0.0715064664147414
"7am",0.197613889084836,0.109503079291456,0.0480281172578237,0.0216581881024393
"8am",0.215050137232242,0.094933379289142,0.0732927610483274,0.0800772936930625
"9am",0.170045742074788,0.102589627250796,0.064482634835127,0.0559507443433109
"10am",0.179336119838174,0.0069465103784035,0.121542670571424,0.0519136343835277
"11am",0.224969601044055,0.0145893947586529,0.0985753983785107,0.0853047730139329
"12am",0.298603527993176,-0.0116619323689623,0.0976908702795279,0.0417582036947522
"1pm",0.191411257498536,0.057046956607429,0.110217778742658,0.0990778368510307
"2pm",0.196156738872687,0.0399374328451452,0.181228699118808,-0.0151281632303359
"3pm",0.212313148523816,0.073583298584254,0.0872559479037718,0.0516977979539272
"4pm",0.231099546875634,0.146875420323302,0.20849370509809,-0.121217354541991
"5pm",0.186065705391881,0.15566231180657,0.204208414714909,-0.156611079967488
"6pm",0.18578551347512,-0.0231353854355123,0.0730785970322307,-0.0894695649855426
"7pm",0.121178125072677,-0.000502064352468532,0.0587812184712673,-0.0514031212581931
"8pm",0.25105155075953,0.0311723633896487,0.0708714056069094,-0.0789447663093684
"9pm",0.17634340506695,0.0277050582456182,0.0689597678756709,-0.0799815187726505
"10pm",0.219927425573114,0.0393229462972101,0.0625126568175822,-0.0914338531487932
"11pm",0.227573341173022,0.0573738088299367,0.0623338897198751,-0.0951536815554083
"12pm",0.220231614466263,0.0521128396634261,0.0467748230209725,-0.096818842844542
"1am",0.196006805821744,0.0515844306209454,0.044342180979965,-0.0956222984206252
"2am",0.199284416709446,0.0611511946412332,0.0438035118890793,-0.0953554940076473
"3am",0.204477292288049,0.0771571818977638,0.041817774526538,-0.0893071291747845
