"hour","act1","act2","act3","act4","act5"
"4am",-0.0172349322061766,-0.00323668097101099,-0.0114583333333333,-0.0530721371817867,-0.0379278015514521
"5am",-0.0252011586029305,-0.0206904148074244,0.0817890241151457,-0.0523980087292328,-0.0373681120175728
"6am",-0.0051254290091951,-0.011146958664875,0.00724970379518511,-0.0994935865149134,-0.0551851351775361
"7am",0.208874626110628,-0.0322098692539622,0.0978380235225507,-0.114697906884449,-0.0691668540564111
"8am",0.241211087667293,-0.00946916539020099,0.121639128933504,-0.0283405725828832,-0.0722045307232494
"9am",0.225751076127662,-0.0307855234355424,0.154616262226234,-0.132445235282265,-0.039564109786709
"10am",0.242503329376773,-0.0178372584412893,0.161275355756424,-0.0903726353146202,0.129705106955288
"11am",0.242154704398289,0.00365519044834375,0.162655779915929,0.0505652319819769,0.0631047674862046
"12am",0.187333573681337,-0.0906313675982282,0.173979541499442,-0.00528648281947775,-0.078756809543764
"1pm",0.232769136882558,-0.0286073992157377,0.131242590556908,-0.0822734180429199,0.0737356088549571
"2pm",0.251165640048761,-0.0226318249033333,0.142586652015563,0.003802327896809,0.116786219674786
"3pm",0.239759558837431,0.0384885102127917,0.166095953863685,-0.0634804629957447,0.0282484302477052
"4pm",0.223855441685863,0.128808531236246,0.126221209539767,-0.0526262408636338,-0.0989078694276563
"5pm",0.160033471496425,0.0537180114770273,0.0248371277088671,0.00437180873574852,0.22193772553088
"6pm",0.0672756316520947,-0.0414769685713491,0.0419218215517619,0.0767672248627545,0.068333963171371
"7pm",0.0758771255415102,-0.0925146205445841,-0.0339583333333333,-0.0148864831648552,0.0456732412952088
"8pm",0.063972918997587,-0.151024360151898,-0.0339583333333333,0.0128000069622679,0.0198565105163014
"9pm",0.0611864962215246,0.0151620644030728,-0.0339583333333333,-0.0465317579301984,0.00249487875349991
"10pm",0.149141569364683,0.0584871508529606,0,-0.0317697626657213,0.0596126225523597
"11pm",0.0792655945598414,0.0156252645217986,0,-0.0421612048471194,-0.0163483494875219
"12pm",0.117399741454493,0.01808342142463,0,-0.0420163703560631,-0.00374543531513011
"1am",0.0667361749530553,0.0182783151377095,0,-0.0443268071568992,-0.0320392767833853
"2am",0.13791666675888,0.0304766003520891,0,-0.0442758298670396,0.0379190677627186
"3am",0.0598344471837046,0.0268811555392305,0,-0.0442758298670396,0.0422570926379536
