"hour","occ1","occ2","occ3","occ4","occ5"
"4am",0.133514072599098,0.0389258673253001,0.133778838247824,0.0642703048963546,0.347151279102742
"5am",0.167007727872361,0.0368938390988615,0.146885995306002,0.0719451173562178,0.351470655504848
"6am",0.17539958259252,0.0902819544830288,0.16057620080068,0.0966983473114281,0.359898746108859
"7am",0.0972987341532275,0.179845749553151,0.136655840398621,0.24328909055939,0.3654524270686
"8am",0.0338756855607749,0.181998388771987,0.153482560921748,0.213673560821588,0.294756757520932
"9am",-0.0452959904423098,0.169145956531503,0.122388869878631,0.221672259324718,0.263569700610752
"10am",-0.0460650282846887,0.177650890799506,0.187733171927144,0.174818272297901,0.288014261877277
"11am",0.040324185364417,0.205026899471307,0.148820909428913,0.203735188495317,0.288469380598201
"12am",0.0683995019053789,0.286017934625675,0.123433405313487,0.212622560360488,0.302841862636929
"1pm",-0.00727521651637655,0.163737900106516,0.0515292007620279,0.273311048488218,0.26783636738266
"2pm",-0.0432228043487489,0.164582389656661,0.00625906058483901,0.146259807336248,0.233633565418155
"3pm",-0.087779659440563,0.208317529472934,0.0706610011815714,0.154077647666897,0.294314010698506
"4pm",0.0575420622023614,0.17800353717452,0.0691441129502742,0.022929896088075,0.243982621471767
"5pm",0.14934952938297,0.0724779145466904,0.0670166368414022,-0.0452231458797987,0.297529332389776
"6pm",0.1188345211946,-0.00632398698372368,0.0321551751407967,0.0421513477970091,0.303416051165038
"7pm",0.151802228560695,-0.0000894608916197346,0.0529240000255973,0.0752854841029173,0.337257532574948
"8pm",0.139181833099224,0.128487884002437,0.0417829619922819,0.0911821523315966,0.336200004469967
"9pm",0.0987902356676057,0.0868337274768664,0.0773181302095287,0.0929554731092783,0.329262736417224
"10pm",0.109863937733547,0.0591320290030264,0.0857616162124125,0.081892728172405,0.342986581272256
"11pm",0.104947272316501,0.04409830697235,0.0930281275718729,0.0896578675412002,0.347936627927444
"12pm",0.112771962262491,0.0376397361383441,0.105786961999411,0.0720112954184078,0.351677672712801
"1am",0.1147314020482,0.0228114504517422,0.106000990228673,0.066239856337691,0.354080982890332
"2am",0.117165662513178,0.0241706878849065,0.113270137848789,0.0595029064689486,0.354868649886754
"3am",0.120203642883741,0.0273019601066137,0.112789525669982,0.0612172284907402,0.352333484689748
