"hour","resarea1","resarea2","resarea3"
"4am",0.14484040589174,0.197752688405243,0.499274136380573
"5am",0.1480434857492,0.201088545172018,0.501234867035733
"6am",0.149427797359613,0.202322974451832,0.50383192098235
"7am",0.162582550053259,0.207819806147915,0.503303963661754
"8am",0.187463626474328,0.234432925395165,0.51545113718167
"9am",0.190161179717942,0.229527226083628,0.518322583561374
"10am",0.193363213673242,0.234895009763337,0.528747489821951
"11am",0.186741195948122,0.225191605987913,0.501707329908447
"12am",0.179665782297618,0.224873988446968,0.500580105629889
"1pm",0.18632236657214,0.226956645109564,0.509604250433628
"2pm",0.186475903976379,0.226489877481993,0.515319824381241
"3pm",0.177903870771419,0.218497780560196,0.526017860330197
"4pm",0.16179943101936,0.20410731172464,0.504233851300722
"5pm",0.146128059349545,0.204727576771393,0.51877221862222
"6pm",0.143855949290609,0.192313156796566,0.507876538162853
"7pm",0.143018321717583,0.193199071953797,0.513556005900914
"8pm",0.138486151977711,0.187098856681051,0.500974963347922
"9pm",0.142021760509853,0.185646203980238,0.48733609134507
"10pm",0.144399873303728,0.189935715373856,0.486014288644057
"11pm",0.143496503326974,0.188575435851173,0.486711252365158
"12pm",0.14348032377406,0.18998083926419,0.488072158336505
"1am",0.143735938002485,0.191288763445286,0.488668332229059
"2am",0.14373254701616,0.191312596752222,0.488696264407976
"3am",0.143735264140698,0.191312314090311,0.488696264407976
