"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028";"029";"030";"031";"032";"033";"034";"035";"036";"037";"038";"039";"040";"041";"042";"043";"044";"045";"046";"047";"048";"049";"050";"051";"052"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"62.3996712916454";"62.3996712916454";"62.3996712916454";"62.3996712916454";"62.3996712916454";"62.3996712916454";"62.3996712916454";"62.3996712916454";"62.3996712916454";"62.3996712916454";"62.3996712916454";"62.3996712916454";"62.3996712916454";"62.3996712916454";"62.3996712916454";"62.3996712916454";"62.3996712916454";"62.3996712916454";"62.3996712916454";"62.3996712916454";"62.3996712916454";"62.3996712916454";"62.3996712916454";"62.3996712916454";"62.3996712916454";"62.3996712916454";"62.3996712916454";"62.3996712916454";"62.3996712916454";"62.3996712916454";"62.3996712916454";"62.3996712916454";"62.3996712916454";"62.3996712916454";"62.3996712916454";"62.3996712916454";"62.3996712916454";"62.3996712916454";"62.3996712916454";"62.3996712916454";"62.3996712916454";"62.3996712916454";"62.3996712916454";"62.3996712916454";"62.3996712916454";"62.3996712916454";"62.3996712916454";"62.3996712916454";"62.3996712916454";"62.3996712916454";"62.3996712916454";"62.3996712916454"
"4am";" 6.471296";" 3.114825";"11.194081";" 4.792490";" 6.462448";"15.457285";" 9.787068";" 8.585938";" 4.604654";" 7.526224";" 5.596189";" 8.686190";"11.421018";" 6.103696";" 7.516101";" 4.264120";" 6.217870";" 1.824020";" 6.226124";"10.426403";"11.157832";" 9.771093";" 5.680607";"11.252523";"14.207971";" 1.135138";" 4.485964";" 5.635893";" 6.124785";" 5.184366";"10.565024";" 8.498880";" 3.540890";" 8.474018";" 3.602756";" 4.777176";" 3.218716";" 4.515587";" 3.499663";" 4.479308";" 2.299716";" 8.197883";" 6.395040";" 3.712984";" 2.929573";" 4.242787";" 3.745534";" 5.815882";" 4.741011";" 4.377928";" 8.024365";" 5.192870"
"5am";" 6.526964";" 3.135886";"10.694423";" 4.860302";" 6.668124";"15.225782";" 9.939668";" 8.773440";" 4.631989";" 7.590194";" 5.777236";" 8.770867";"11.570732";" 6.066625";" 7.619086";" 4.304603";" 6.113525";" 1.820998";" 6.503557";"10.521504";"10.973559";" 9.993734";" 5.827966";"11.164596";"14.513036";" 1.201553";" 4.680694";" 5.682245";" 6.153153";" 5.260053";"10.892684";" 8.827384";" 3.649570";" 8.546484";" 3.602756";" 4.906709";" 3.218716";" 4.548857";" 3.247992";" 4.466492";" 2.292119";" 8.401682";" 6.454371";" 3.921057";" 2.919621";" 4.311235";" 3.640224";" 5.737453";" 4.711682";" 4.435493";" 8.080726";" 5.241560"
"6am";" 6.598668";" 3.271414";"11.020436";" 4.922041";" 6.602411";"15.014240";"10.170150";" 8.826714";" 4.799163";" 7.975975";" 5.572622";" 8.235362";"11.653830";" 6.305883";" 7.610127";" 4.382457";" 6.026963";" 1.785313";" 7.001935";"11.094615";"11.772480";" 9.852846";" 5.583047";"12.139007";"15.160829";" 1.330387";" 4.954797";" 6.378193";" 6.890906";" 5.499592";"11.639564";" 9.393673";" 3.877929";" 8.720558";" 3.819535";" 5.434469";" 3.462648";" 4.575338";" 3.117675";" 4.552181";" 2.285782";" 8.824043";" 6.668419";" 4.046797";" 3.100677";" 4.489582";" 3.933670";" 5.734980";" 4.810517";" 4.553920";" 8.707150";" 5.938198"
"7am";" 6.861205";" 2.506715";"10.921368";" 4.984349";" 6.900676";"12.489547";" 9.064494";" 9.318720";" 4.992306";" 7.551351";" 5.348745";" 7.886713";"11.760472";" 7.287051";" 6.572634";" 4.718711";" 6.229193";" 1.986930";" 8.126605";"11.091374";"13.796465";" 9.703546";" 6.012460";"12.379193";"13.927553";" 1.707053";" 6.202557";" 7.158766";" 7.702224";" 6.090900";"13.827486";" 9.496553";" 4.561937";" 7.636016";" 4.547850";" 6.739179";" 3.923257";" 5.079292";" 2.748937";" 4.344086";" 2.773627";"10.874840";" 7.638388";" 4.793223";" 3.419798";" 4.837563";" 4.139430";" 6.093187";" 5.171423";" 5.237598";"10.705280";" 7.162509"
"8am";" 5.672051";" 4.673096";"10.972665";" 4.517719";" 5.668308";"10.847179";" 7.298230";" 9.785418";" 4.585586";" 6.867649";" 4.532465";" 6.728237";"11.836961";" 7.637306";" 6.556744";" 5.327503";" 5.690027";" 2.063383";" 8.593987";"12.679294";"14.437408";" 9.157775";" 5.443438";"12.539127";"12.765731";" 2.155322";" 6.799805";" 8.766615";" 6.354558";" 6.984599";"17.867806";"10.186832";" 5.095893";" 7.013523";" 4.372415";" 6.619587";" 3.961499";" 5.286665";" 2.371520";" 4.868488";" 3.281835";"10.009846";" 5.900341";" 5.746841";" 3.593393";" 3.657601";" 4.917258";" 5.942900";" 4.499995";" 5.897143";"11.841401";" 7.912522"
"9am";" 5.050482";" 4.938108";"10.880586";" 3.170369";" 5.432971";"11.251064";" 7.727742";" 8.919872";" 4.712894";" 7.379547";" 5.188739";" 7.102875";"12.344351";" 7.961996";" 7.598019";" 6.073500";" 5.277250";" 1.651733";" 8.109117";"12.253269";"13.591496";" 8.187039";" 5.192993";"13.517860";"13.644545";" 2.112684";" 7.305869";" 8.646527";" 7.414522";" 6.457362";"17.133489";"10.339611";" 7.928475";" 8.342632";" 2.927294";" 4.664129";" 3.993638";" 4.550144";" 2.779922";" 4.402460";" 4.121048";" 9.447943";" 7.058864";" 5.661793";" 3.876386";" 2.362270";" 5.115049";" 6.025196";" 4.452418";" 5.926182";"11.057253";" 8.520754"
"10am";" 6.176976";" 3.271800";"11.012111";" 4.007807";" 7.323084";"10.965857";" 6.745680";" 9.825370";" 4.601777";"10.729719";" 3.043949";" 7.096792";"12.969324";" 8.051064";" 7.727912";" 5.620289";" 5.531368";" 2.223712";" 7.986952";"12.111228";"14.103952";" 8.521521";" 4.888018";"13.969588";"13.826211";" 1.956857";" 7.666067";" 7.697073";" 7.555084";" 7.423026";"17.613231";"10.615646";" 6.025701";" 7.761790";" 3.896549";" 7.065426";" 4.398827";" 4.627960";" 1.707391";" 4.270483";" 4.190643";"10.379330";" 6.154861";" 5.889173";" 3.825244";" 2.294503";" 5.492243";" 5.917131";" 4.710391";" 6.156266";"13.293666";" 8.601985"
"11am";" 4.816899";" 2.523318";"11.855727";" 5.309543";" 6.273277";"12.008886";" 6.933968";"10.321397";" 4.819616";" 7.606561";" 5.437721";" 7.460408";"13.352259";" 7.730387";" 7.729377";" 5.659272";" 5.352682";" 2.129118";" 8.605592";"11.547873";"14.961817";" 8.451480";" 3.866906";"13.116338";"13.752091";" 1.958548";" 7.909862";" 7.261051";" 9.056747";" 7.837146";"15.019100";" 9.768430";" 6.192404";" 7.675884";" 3.895571";" 3.201209";" 4.336151";" 5.471346";" 2.323050";" 4.159442";" 4.222166";"10.401860";" 6.191468";" 4.699953";" 3.800213";" 3.671461";" 5.431449";" 5.833746";" 4.558193";" 6.045646";"12.028850";" 8.986333"
