"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028";"029";"030";"031";"032";"033";"034";"035";"036";"037";"038";"039";"040";"041";"042";"043";"044";"045";"046";"047";"048";"049";"050";"051";"052";"053";"054";"055";"056";"057";"058";"059";"060";"061";"062";"063";"064";"065";"066";"067";"068";"069";"070";"071";"072";"073";"074";"075";"076";"077";"078";"079";"080";"081";"082";"083";"084";"085";"086";"087";"088";"089";"090";"091";"092";"093";"094";"095";"096";"097";"098";"099";"100";"101";"102";"103";"104"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"8661.237";"8661.237";"8661.237";"8661.237";"8661.237";"8661.237";"8661.237";"8661.237";"8661.237";"8661.237";"8661.237";"8661.237";"8661.237";"8661.237";"8661.237";"8661.237";"8661.237";"8661.237";"8661.237";"8661.237";"8661.237";"8661.237";"8661.237";"8661.237";"8661.237";"8661.237";"8661.237";"8661.237";"8661.237";"8661.237";"8661.237";"8661.237";"8661.237";"8661.237";"8661.237";"8661.237";"8661.237";"8661.237";"8661.237";"8661.237";"8661.237";"8661.237";"8661.237";"8661.237";"8661.237";"8661.237";"8661.237";"8661.237";"8661.237";"8661.237";"8661.237";"8661.237";"8661.237";"8661.237";"8661.237";"8661.237";"8661.237";"8661.237";"8661.237";"8661.237";"8661.237";"8661.237";"8661.237";"8661.237";"8661.237";"8661.237";"8661.237";"8661.237";"8661.237";"8661.237";"8661.237";"8661.237";"8661.237";"8661.237";"8661.237";"8661.237";"8661.237";"8661.237";"8661.237";"8661.237";"8661.237";"8661.237";"8661.237";"8661.237";"8661.237";"8661.237";"8661.237";"8661.237";"8661.237";"8661.237";"8661.237";"8661.237";"8661.237";"8661.237";"8661.237";"8661.237";"8661.237";"8661.237";"8661.237";"8661.237";"8661.237";"8661.237";"8661.237";"8661.237"
"4am";" 0";" 0";" 0";" 0";" 0";"0";" 0";"0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";"0";"0";"0";"0";" 0";"0";"0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";"0";"0";"0";"0";" 0";"0";"0";" 0";"0";" 0";" 0";"0";" 0";"0";"0";" 0";"0";" 0";"0";" 0";" 0";"0";" 0";" 0";" 0";"0";"0";" 0";" 0";"0";" 0";" 0";"0";" 0";"0";"0";" 0";" 0";" 0";"0";"0";"0";" 0";" 0";"0";"0";"0";" 0";"0";" 0";" 0";" 0";"0";" 0";" 0";"0";" 0";"0";" 0";" 0";" 0";"0";" 0";"0";"0";"0";" 0"
"5am";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";"0";"0";" 0";" 0";" 0";" 0";"0";" 0";"0";" 0";"0";"0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";"0";" 0";" 0";"0";" 0";" 0";" 0";"0";"0";" 0";" 0";"0";" 0";" 0";"0";" 0";"0";"0";" 0";" 0";" 0";"0";"0";" 0";" 0";" 0";"0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";"0";" 0";" 0";" 0";" 0";" 0";"0";"0";"0";" 0"
"6am";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";"0";"0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";"0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";"0";" 0";" 0";"0";" 0";" 0";"0";" 0";"0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";"0";" 0";" 0";" 0";" 0";" 0";"0";" 0";"0";" 0"
"7am";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"1319.559";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";" 715.095";"   0.000";"   0.000";"0";" 661.244";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"0";"   0.000";"0";"   0.000";"1884.690";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"0";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000"
"8am";" 845.228";"1869.886";"1443.545";"   0.000";"   0.000";"1295.889";"1504.877";" 614.179";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"2158.217";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";" 804.267";"   0.000";" 723.317";"   0.000";"   0.000";"1089.661";"   0.000";"   0.000";" 750.296";"1591.883";"   0.000";"   0.000";"   0.000";"2217.737";"   0.000";"   0.000";" 850.858";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"1281.494";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"1648.255";"   0.000";"   0.000";"1024.499";"1377.335";"   0.000";"   0.000";"   0.000";" 936.561";"   0.000";" 812.117";"   0.000";"   0.000";"   0.000";"0";"   0.000";"0";"   0.000";"6471.415";"1507.987";"   0.000";"   0.000";"   0.000";"   0.000";"0";"   0.000";"   0.000";"   0.000";"   0.000";" 706.860";"   0.000";"   0.000";"   0.000";"   0.000";"1430.910";"   0.000";"   0.000";"   0.000";"1184.853";"   0.000";" 948.360";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000"
"9am";"1002.100";"3068.844";"1777.324";" 879.917";"   0.000";"1444.708";"1844.569";" 958.120";"   0.000";"   0.000";"   0.000";"   0.000";" 721.170";"   0.000";"2300.862";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";" 943.148";"   0.000";"1137.591";"   0.000";"   0.000";"1425.196";"   0.000";"   0.000";" 851.297";"2011.745";"   0.000";"   0.000";"   0.000";"2418.005";"   0.000";"   0.000";" 883.138";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"1686.331";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";" 911.318";"   0.000";"   0.000";"1952.611";"   0.000";"   0.000";"1093.226";"1844.959";"   0.000";"   0.000";"   0.000";"1132.931";"   0.000";"1343.481";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"0";"   0.000";"8661.237";"1871.648";"1311.401";"   0.000";"   0.000";"   0.000";"0";"   0.000";"   0.000";"   0.000";"   0.000";" 724.406";"   0.000";"   0.000";"   0.000";"   0.000";"1796.993";"   0.000";"   0.000";"   0.000";"1545.177";"1238.532";"1288.110";"   0.000";" 728.212";"   0.000";"   0.000";"   0.000";"1022.650"
"10am";" 980.258";"3410.334";"2174.783";"1042.991";"1283.962";"1324.410";"1921.779";" 898.843";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"2298.839";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";" 901.721";"   0.000";"1258.995";"   0.000";"   0.000";"1333.073";"   0.000";"   0.000";" 814.365";"1798.438";"   0.000";"   0.000";"   0.000";"2418.226";"   0.000";"   0.000";" 831.719";"   0.000";"   0.000";" 775.308";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"1817.156";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";" 969.549";"   0.000";"   0.000";"2177.203";"   0.000";"   0.000";"1024.499";"1620.345";"   0.000";"   0.000";"   0.000";"1154.735";"   0.000";"1171.479";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"0";"   0.000";"8607.955";"2019.719";"1311.401";"   0.000";"   0.000";"   0.000";"0";"   0.000";"   0.000";"   0.000";"   0.000";" 685.246";" 754.046";"   0.000";"   0.000";"   0.000";"1659.289";"   0.000";"   0.000";"   0.000";"1593.215";"1190.168";"1148.654";"   0.000";"1489.802";"   0.000";"   0.000";"0";"   0.000"
"11am";"1274.503";"3058.413";"1883.581";" 952.115";"1149.052";"1468.489";"1893.888";" 848.388";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"2373.462";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";" 881.042";"   0.000";"1183.414";"   0.000";"   0.000";"1219.931";"   0.000";"   0.000";" 905.445";"1921.568";"   0.000";"   0.000";"   0.000";"2494.096";"   0.000";"   0.000";"1321.611";"   0.000";"   0.000";" 749.049";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"1603.741";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"1081.418";"   0.000";"   0.000";"2420.426";"   0.000";"   0.000";"1024.499";"1227.952";"   0.000";"   0.000";"   0.000";"1113.725";"   0.000";"1253.702";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"0";"   0.000";"8340.596";"1972.325";"1319.727";"   0.000";"   0.000";"   0.000";"0";"   0.000";"   0.000";"   0.000";"   0.000";" 634.713";"   0.000";" 869.571";"   0.000";"   0.000";"1583.888";"   0.000";"   0.000";"   0.000";"1786.586";"1143.256";"   0.000";"   0.000";"1065.821";"   0.000";"   0.000";"   0.000";"   0.000"
"12am";"1303.704";"3105.514";"1021.046";"   0.000";" 715.583";"1186.304";"1626.868";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"1732.045";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"1000.765";"   0.000";"1139.799";"   0.000";"   0.000";"1210.078";"   0.000";"   0.000";" 710.140";"1784.121";"   0.000";"   0.000";"0";"2431.981";"   0.000";"   0.000";"1255.220";"   0.000";"   0.000";" 804.276";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"1303.062";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"1071.721";"   0.000";"   0.000";"2236.003";"   0.000";"   0.000";" 945.747";"1331.648";"   0.000";"   0.000";"   0.000";" 814.530";"   0.000";"1299.624";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"8016.442";"1832.614";"   0.000";"   0.000";"   0.000";"   0.000";"0";"   0.000";"   0.000";"   0.000";"   0.000";" 464.977";"   0.000";" 782.029";"   0.000";"   0.000";" 942.063";"   0.000";"   0.000";"   0.000";"1483.654";"   0.000";"   0.000";"   0.000";"1067.199";"   0.000";"   0.000";"   0.000";"   0.000"
