"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028";"029"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"18901.92";"18901.92";"18901.92";"18901.92";"18901.92";"18901.92";"18901.92";"18901.92";"18901.92";"18901.92";"18901.92";"18901.92";"18901.92";"18901.92";"18901.92";"18901.92";"18901.92";"18901.92";"18901.92";"18901.92";"18901.92";"18901.92";"18901.92";"18901.92";"18901.92";"18901.92";"18901.92";"18901.92";"18901.92"
"4am";"203.52";" 76.32";" 63.60";"127.20";"152.64";"203.52";"139.92";"178.08";" 76.32";" 50.88";"101.76";"178.08";"203.52";"127.20";"254.40";"101.76";" 89.04";" 25.44";"101.76";" 38.16";"101.76";" 50.88";" 89.04";" 25.44";" 50.88";" 38.16";"  0.00";" 38.16";"165.36"
"5am";"407.04";"127.20";" 50.88";"178.08";"216.24";"318.00";"190.80";"228.96";" 89.04";" 89.04";"101.76";"254.40";"279.84";"152.64";"356.16";" 76.32";"101.76";" 38.16";"114.48";" 38.16";"152.64";" 63.60";"241.68";" 38.16";" 50.88";" 50.88";"  0.00";" 76.32";"648.72"
"6am";"1526.40";" 305.28";" 203.52";" 686.88";" 648.72";"1081.20";" 496.08";" 623.28";" 114.48";" 190.80";" 152.64";" 419.76";" 674.16";" 496.08";"1386.48";" 216.24";" 190.80";" 114.48";" 127.20";" 114.48";" 228.96";" 267.12";" 457.92";" 101.76";"  76.32";" 127.20";"  63.60";" 101.76";"2722.08"
"7am";"5304.24";"1857.12";" 712.32";"2938.32";"2251.44";"2238.72";"1424.64";"2111.52";" 241.68";" 407.04";" 292.56";"1310.16";"1958.88";"1004.88";"2874.72";" 457.92";" 394.32";" 267.12";" 305.28";" 203.52";" 318.00";"1348.32";" 788.64";" 165.36";" 152.64";" 203.52";" 228.96";" 178.08";"6741.60"
"8am";"8776.80";"3714.24";"1233.84";"4973.52";"3447.12";"2633.04";"2378.64";"2925.60";" 343.44";" 636.00";" 559.68";"2404.08";"2938.32";"1348.32";"3141.84";" 546.96";" 521.52";" 432.48";" 381.60";" 267.12";" 343.44";"2022.48";" 903.12";" 152.64";" 228.96";" 292.56";" 381.60";" 228.96";"9247.44"
"9am";"9171.12";"4121.28";"1310.16";"5431.44";"3765.12";"2620.32";"2480.40";"2951.04";" 368.88";" 674.16";" 623.28";"2709.36";"3103.68";"1348.32";"3141.84";" 597.84";" 585.12";" 445.20";" 368.88";" 267.12";" 419.76";"2098.80";" 941.28";" 152.64";" 216.24";" 330.72";" 381.60";" 228.96";"9743.52"
"10am";" 9361.92";" 4286.64";" 1322.88";" 5647.68";" 3828.72";" 2658.48";" 2582.16";" 2951.04";"  419.76";"  775.92";"  623.28";" 2772.96";" 3205.44";" 1361.04";" 3180.00";"  610.56";"  636.00";"  483.36";"  381.60";"  279.84";"  407.04";" 2136.96";"  966.72";"  152.64";"  241.68";"  368.88";"  381.60";"  216.24";"10074.24"
"11am";" 9196.56";" 4121.28";" 1284.72";" 5609.52";" 3816.00";" 2620.32";" 2569.44";" 2887.44";"  356.16";"  737.76";"  648.72";" 2811.12";" 3116.40";" 1424.64";" 3218.16";"  623.28";"  636.00";"  457.92";"  368.88";"  241.68";"  394.32";" 2111.52";" 1017.60";"  139.92";"  216.24";"  445.20";"  368.88";"  254.40";"10061.52"
"12am";"8395.20";"3777.84";"1233.84";"5227.92";"3714.24";"2467.68";"2454.96";"2620.32";" 394.32";" 686.88";" 636.00";"2722.08";"2836.56";"1297.44";"3116.40";" 559.68";" 534.24";" 457.92";" 381.60";" 241.68";" 330.72";"2009.76";" 928.56";" 152.64";" 228.96";" 343.44";" 356.16";" 190.80";"9934.32"
