"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028";"029";"030";"031"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"11138.11463";"11138.11463";"11138.11463";"11138.11463";"11138.11463";"11138.11463";"11138.11463";"11138.11463";"11138.11463";"11138.11463";"11138.11463";"11138.11463";"11138.11463";"11138.11463";"11138.11463";"11138.11463";"11138.11463";"11138.11463";"11138.11463";"11138.11463";"11138.11463";"11138.11463";"11138.11463";"11138.11463";"11138.11463";"11138.11463";"11138.11463";"11138.11463";"11138.11463";"11138.11463";"11138.11463"
"4am";"4056.86672";"9180.12176";"9227.05013";"4882.14725";"8435.87132";"7997.15887";"4672.83232";"4713.60205";"7434.86281";"5366.90501";"5917.88606";"6622.14204";"2884.53583";"3785.45382";"3582.62745";"4227.53018";"4394.50444";"4750.91083";"3367.71010";"4438.88417";"   0.00000";"   0.00000";"   0.00000";"   0.00000";"   0.00000";"   0.00000";"   0.00000";"   0.00000";"   0.00000";"  77.30381";"   0.00000"
"5am";"4042.40574";"8990.17436";"9190.98375";"4839.28531";"8270.68400";"7997.15887";"4691.62214";"4635.31529";"7200.83207";"5355.33302";"5756.59377";"6455.11359";"2820.67245";"4126.82897";"3619.00065";"4172.70179";"4355.33978";"4616.38421";"3527.08202";"4560.48577";"   0.00000";"  66.16152";"   0.00000";"   0.00000";"  41.83729";"   0.00000";"   0.00000";"   0.00000";"  27.40240";" 112.24288";"   0.00000"
"6am";"4056.89276";"8439.11884";"9115.40472";"4732.76212";"8080.23695";"7777.94935";"4671.53000";"4607.91048";"6995.96103";"5178.53106";"5605.92019";"6217.31966";"2735.14708";"4330.95370";"3396.79957";"3971.09143";"4382.41222";"4386.84841";"3418.97323";"4638.07375";"   0.00000";" 106.03170";"   0.00000";"  30.53016";"  41.83729";"   0.00000";"   0.00000";"  66.62685";"  55.55454";" 222.97623";"   0.00000"
"7am";"3882.60525";"8329.23455";"9490.36243";"4538.11492";"8359.60521";"5810.92713";"3995.22242";"4417.33427";"7024.50652";"5023.08380";"5427.81688";"5857.69846";"2474.94993";"5509.43796";"2973.81397";"3068.70054";"3716.26749";"3417.37211";"3188.84808";"4733.17839";"  14.26878";" 436.27000";"  34.15943";"  81.33069";"  41.83729";"  51.10297";" 101.83133";" 252.75028";" 189.28624";" 484.17966";"  26.29240"
"8am";" 4645.80964";" 8187.41521";"10035.13436";" 4254.34741";" 6970.75972";" 4588.90526";" 4084.30260";" 4511.20671";" 6169.97921";" 4952.26766";" 4738.93527";" 5409.98803";" 2334.91605";" 7445.54233";" 2747.27238";" 2470.95132";" 2714.74185";" 3109.07154";" 3754.69081";" 6017.92902";"   14.26878";"  756.93492";"   34.15943";"  254.49261";"  229.02559";"   70.85867";"  166.25456";"  633.96986";"  272.72210";"  624.24169";"   91.64823"
"9am";" 5236.73667";" 8170.00872";"10399.40498";" 4147.35535";" 6581.36550";" 4084.47027";" 3810.18983";" 4256.23167";" 6210.88178";" 4853.21481";" 4377.35426";" 5039.09472";" 2027.44967";" 7575.20911";" 2684.91339";" 2255.82699";" 2448.35892";" 2742.04530";" 3516.12458";" 7727.07780";"   14.26878";"  835.77303";"   34.15943";"  290.46065";"  229.02559";"  141.01798";"  166.25456";"  794.83822";"  357.97033";"  960.31968";"   82.98028"
"10am";" 5816.69780";" 8264.58076";"10223.21639";" 4197.55952";" 6246.57260";" 4184.28887";" 3850.17614";" 4226.68542";" 5733.06357";" 4436.55968";" 4388.86201";" 5139.63230";" 2084.63641";" 7474.24900";" 2475.23995";" 2159.95442";" 2409.22253";" 2564.52940";" 3546.02669";" 8224.14217";"   14.26878";"  774.01073";"   34.15943";"  239.36591";"  279.42317";"  165.08981";"  166.25456";"  784.31694";"  303.85301";" 1023.66747";"   82.98028"
"11am";" 5315.45590";" 8564.05765";"10144.02872";" 4193.99657";" 6227.09160";" 4324.87844";" 3753.66031";" 4067.31689";" 6366.47880";" 4455.72629";" 4630.26135";" 5401.50461";" 2168.02394";" 7072.86431";" 2210.51966";" 2280.29034";" 2702.90860";" 2969.38429";" 3251.42038";" 7683.11261";"   55.95343";"  780.55761";"   34.15943";"  244.83206";"  199.75204";"  141.01798";"  166.25456";"  730.82547";"  366.30633";"  961.94083";"  122.61665"
