"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021"
"min";"1.17647058823529";"1.17647058823529";"1.17647058823529";"1.17647058823529";"1.17647058823529";"1.17647058823529";"1.17647058823529";"1.17647058823529";"1.17647058823529";"1.17647058823529";"1.17647058823529";"1.17647058823529";"1.17647058823529";"1.17647058823529";"1.17647058823529";"1.17647058823529";"1.17647058823529";"1.17647058823529";"1.17647058823529";"1.17647058823529";"1.17647058823529"
"max";"70.5294705294705";"70.5294705294705";"70.5294705294705";"70.5294705294705";"70.5294705294705";"70.5294705294705";"70.5294705294705";"70.5294705294705";"70.5294705294705";"70.5294705294705";"70.5294705294705";"70.5294705294705";"70.5294705294705";"70.5294705294705";"70.5294705294705";"70.5294705294705";"70.5294705294705";"70.5294705294705";"70.5294705294705";"70.5294705294705";"70.5294705294705"
"4am";"11.680912";" 6.129032";" 7.716535";"13.019391";" 6.621392";"11.538462";" 9.000000";"11.111111";" 9.960159";" 8.320726";" 9.985735";"10.758621";" 7.899807";" 9.899749";"10.941828";" 8.689655";" 8.308157";" 8.862434";" 7.634731";" 8.758170";" 7.270030"
"5am";"11.581921";" 6.089744";" 7.704403";"13.019391";" 6.925676";"11.473088";" 9.197080";"11.185984";" 9.933775";" 8.358663";" 9.956710";"10.709318";" 8.118812";" 9.610706";"11.126761";" 8.725762";" 8.385093";" 8.921438";" 7.657658";" 8.823529";" 7.480916"
"6am";"11.819389";" 5.754277";" 8.128834";"12.970711";" 6.699346";"11.436541";" 9.451220";"11.140584";"10.187668";" 8.294931";"10.075188";"11.242604";" 8.210526";" 8.813559";"11.836115";" 9.104478";" 8.922559";" 8.783784";" 7.836991";" 9.292035";" 7.236842"
"7am";"19.339623";" 4.084967";"13.003096";" 8.899676";" 6.657790";" 8.298172";" 9.579832";"11.887073";"14.179104";" 6.408346";" 9.337349";"11.310592";" 6.714628";" 6.036217";" 9.541284";" 8.233276";" 8.644401";" 7.558140";" 6.445993";" 8.346972";" 5.859375"
"8am";"21.666667";" 2.887538";"16.272601";" 6.908463";" 6.100478";" 5.899281";" 9.437387";"11.184211";"16.724739";" 5.507246";" 7.439199";" 9.650924";" 6.940874";" 3.896104";" 8.789062";" 7.522936";" 8.541667";" 6.417910";" 5.970149";" 7.719298";" 6.004141"
"9am";"23.201293";" 2.981030";"16.137566";" 6.642729";" 6.098964";" 5.637982";" 9.333333";"10.927152";"16.968326";" 5.231689";" 6.858711";" 9.734513";" 6.216216";" 3.595724";" 9.072165";" 7.721281";" 8.407080";" 6.240487";" 5.893910";" 7.664234";" 6.100218"
"10am";"22.884770";" 3.666245";"15.719947";" 6.571936";" 6.039489";" 6.172840";" 9.213052";"11.596639";"17.031070";" 5.192878";" 6.896552";" 9.368192";" 6.424581";" 3.893637";" 9.282700";" 7.543520";" 8.447489";" 6.562500";" 5.642023";" 7.894737";" 6.636156"
"11am";"22.978723";" 3.965304";"15.384615";" 6.782609";" 6.174334";" 6.534954";" 9.923664";"11.428571";"16.491228";" 5.061350";" 7.094134";" 8.791209";" 6.629834";" 4.238921";" 9.514170";" 6.640625";" 8.545035";" 6.646059";" 5.725191";" 7.481752";" 6.681514"
"12am";"24.268503";" 4.528302";"13.498623";" 7.508532";" 5.581948";" 6.412214";" 9.497207";"11.128776";"16.725979";" 4.497751";" 6.891892";" 8.144796";" 6.703911";" 4.573171";" 9.197652";" 8.007812";" 8.314607";" 7.373272";" 5.725191";" 6.618962";" 6.981982"
"1pm";"24.055829";" 4.211793";"13.210040";" 7.719928";" 5.450237";" 6.508876";" 9.445585";"11.129568";"16.287016";" 5.606061";" 7.608696";" 8.237986";" 7.222222";" 4.269450";" 8.571429";" 8.695652";" 8.857809";" 6.987578";" 6.365503";" 6.739526";" 6.636156"
"2pm";"23.631841";" 4.375000";"12.885906";" 7.308378";" 5.218447";" 6.588580";"10.609037";"11.461794";"16.040956";" 5.325444";" 7.193230";" 8.352144";" 7.105263";" 4.190476";" 9.400000";" 8.316832";" 8.505747";" 7.644306";" 6.042885";" 6.761566";" 6.681514"
"3pm";"21.308576";" 5.988858";"11.690141";" 9.380235";" 4.702970";" 7.174231";" 9.532374";"11.184211";"14.121699";" 5.786350";" 7.317073";" 9.109731";" 7.352941";" 5.005005";"10.000000";" 8.392857";" 8.423326";" 8.584337";" 6.026365";" 7.204117";" 6.437768"
"4pm";"22.323462";" 6.451613";" 6.774669";"10.566616";" 5.202312";" 8.939394";" 7.820300";" 9.733124";"12.686567";" 7.062600";" 8.555400";" 9.683099";" 7.775378";" 6.923077";" 8.877722";" 7.783418";" 8.193669";" 8.407080";" 6.735751";" 7.142857";" 6.801471"
"5pm";"16.246851";" 7.183908";" 8.018154";"12.334802";" 7.120743";" 9.855072";" 8.069620";" 9.818731";"10.107817";" 8.796296";" 8.513514";" 9.324759";" 7.756813";" 8.207071";" 9.161491";" 8.307692";" 7.843137";" 9.415121";" 6.957929";" 7.270030";" 7.035176"
"6pm";"15.025253";" 7.780980";" 8.219178";"12.630015";" 7.541478";"10.186514";" 8.307692";" 9.523810";" 9.163347";" 8.837209";" 9.189189";" 9.531502";" 7.659574";" 8.438287";" 9.365559";" 8.409786";" 7.381371";" 9.219858";" 6.782334";" 7.467057";" 6.535948"
"7pm";"14.340589";" 7.857143";" 8.755760";"11.764706";" 7.291667";"10.588235";" 8.137715";" 8.507463";" 9.948320";" 8.295626";"10.331126";" 9.667195";" 8.000000";" 8.121827";" 9.487952";" 8.734940";" 7.482993";" 9.672831";" 6.562500";" 7.153285";" 6.403941"
"8pm";"14.021164";" 7.395994";" 9.175739";"11.824818";" 7.298137";"10.300429";" 7.975460";" 8.764368";"10.214376";" 8.728943";"10.121457";" 9.284627";" 7.916667";" 8.868895";"10.117302";" 8.819133";" 7.394958";" 9.563994";" 6.412214";" 7.471264";" 6.188925"
"9pm";"13.744741";" 6.420546";" 8.051530";"12.482468";" 7.305195";"10.374640";" 7.878788";" 9.544160";" 9.480519";" 8.358663";"10.316369";" 9.572901";" 7.847082";" 9.149485";"10.344828";" 8.746356";" 7.260726";" 9.002770";" 6.917293";" 7.887324";" 6.366460"
"10pm";"13.018598";" 6.006494";" 7.119741";"12.376934";" 6.890756";"10.503597";" 8.308157";"10.267229";" 9.554974";" 8.333333";"10.518934";"10.115607";" 7.768924";" 9.160305";"10.183876";" 8.652482";" 7.328990";" 9.141274";" 7.046477";" 7.949791";" 6.544901"
"11pm";"12.661871";" 5.940594";" 7.223114";"12.762973";" 6.260575";"10.951009";" 8.382353";"10.431154";" 9.973753";" 8.012327";"10.142857";"10.186514";" 7.920792";" 9.125964";"10.292072";" 8.392603";" 7.544141";" 9.228650";" 6.896552";" 8.516484";" 6.646526"
"12pm";"12.463768";" 6.045752";" 7.051282";"12.727273";" 6.484642";"10.935252";" 8.516887";"10.402219";"10.052910";" 8.012327";"10.028653";"10.157368";" 7.874016";" 9.230769";"10.152990";" 8.404558";" 7.496013";" 9.078404";" 6.938160";" 8.504801";" 6.797583"
"1am";"12.209302";" 6.045752";" 7.051282";"12.727273";" 6.632653";"10.966811";" 8.516887";"10.387812";"10.092961";" 8.012327";"10.000000";"10.142857";" 7.858546";" 9.242619";"10.167131";" 8.404558";" 7.484076";" 9.190672";" 6.938160";" 8.481532";" 6.797583"
"2am";"11.953353";" 6.065574";" 7.028754";"12.709497";" 6.791171";"10.966811";" 8.516887";"10.277778";"10.092961";" 8.012327";" 9.985735";"10.142857";" 7.858546";" 9.254499";"10.167131";" 8.262108";" 7.484076";" 9.302326";" 6.948640";" 8.493151";" 6.797583"
"3am";"11.842105";" 6.065574";" 7.177033";"12.727273";" 6.621392";"10.951009";" 8.516887";"10.277778";"10.119840";" 7.987711";"10.014306";"10.157368";" 7.858546";" 9.266409";"10.167131";" 8.262108";" 7.484076";" 9.315068";" 6.948640";" 8.458390";" 6.797583"
