"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028";"029";"030";"031";"032";"033";"034";"035";"036";"037";"038";"039";"040";"041";"042";"043";"044";"045";"046";"047";"048";"049";"050";"051";"052"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"9004.986";"9004.986";"9004.986";"9004.986";"9004.986";"9004.986";"9004.986";"9004.986";"9004.986";"9004.986";"9004.986";"9004.986";"9004.986";"9004.986";"9004.986";"9004.986";"9004.986";"9004.986";"9004.986";"9004.986";"9004.986";"9004.986";"9004.986";"9004.986";"9004.986";"9004.986";"9004.986";"9004.986";"9004.986";"9004.986";"9004.986";"9004.986";"9004.986";"9004.986";"9004.986";"9004.986";"9004.986";"9004.986";"9004.986";"9004.986";"9004.986";"9004.986";"9004.986";"9004.986";"9004.986";"9004.986";"9004.986";"9004.986";"9004.986";"9004.986";"9004.986";"9004.986"
"4am";"0";"   0.000";"   0.000";"0";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"0";"   0.000";"   0.000";"0";"   0.000";"0";"   0.000";"0";"   0.000";"   0.000";"0";"0";"0";"0";"   0.000";"0";"   0.000";"0";"   0.000";"0";"0";"   0.000";"   0.000";"1007.832";"   0.000";"   0.000";"0";"0";"0";"   0.000";"   0.000";"   0.000";"   0.000";"0";"   0.000";"0";"0"
"5am";"   0.000";"   0.000";"   0.000";"0";"   0.000";"1004.427";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";" 668.730";" 688.783";"0";"   0.000";"   0.000";"   0.000";"0";"   0.000";"   0.000";"0";"   0.000";"0";"   0.000";"   0.000";"0";"   0.000";"0";"   0.000";"0";"0";"   0.000";"   0.000";"1726.233";"   0.000";"   0.000";"   0.000";"0";"0";"   0.000";"   0.000";"   0.000";"   0.000";"0";"   0.000";"0";"0"
"6am";"   0.000";"   0.000";" 931.982";"   0.000";"   0.000";"1704.557";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"1128.066";" 711.742";" 803.878";"   0.000";"   0.000";"1345.430";"1389.878";"0";"   0.000";"   0.000";" 638.298";"   0.000";" 647.361";"   0.000";"0";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";" 426.392";"   0.000";"0";"   0.000";"   0.000";"2241.553";"   0.000";"   0.000";"   0.000";"0";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"0";"0"
"7am";"1702.755";"1930.332";"2496.513";" 724.694";"1212.685";"5353.137";"1986.844";" 674.974";"1145.615";" 929.518";" 755.950";"2720.984";"1677.439";"1611.165";"2089.566";"   0.000";"3280.462";"3043.963";"   0.000";" 780.150";" 586.909";"1573.689";" 557.916";"1596.239";"1190.702";"   0.000";"   0.000";"   0.000";"   0.000";" 909.875";"   0.000";" 802.448";"   0.000";"1956.075";"   0.000";"   0.000";"   0.000";" 896.111";"4110.834";"   0.000";" 731.915";" 537.897";"   0.000";"   0.000";" 869.143";"1963.735";"   0.000";"   0.000";"   0.000";"   0.000";"0";"   0.000"
"8am";"4686.527";"3707.986";"3087.785";"1081.728";"2096.167";"8365.247";"4370.152";"1712.645";"1983.278";"1150.747";"1589.700";"4081.792";"2909.201";"2372.410";"3581.902";"1514.515";"6087.741";"4090.979";"   0.000";"1284.646";" 855.548";"3139.168";"1037.618";"2144.358";"1995.206";"   0.000";"   0.000";"   0.000";"   0.000";"1314.326";"   0.000";" 767.533";"   0.000";"3445.251";"   0.000";"   0.000";"   0.000";"1126.034";"6153.764";" 910.130";"1691.288";" 844.675";"   0.000";"   0.000";"1194.558";"2868.170";"1146.534";"1320.147";"   0.000";"   0.000";"   0.000";"   0.000"
"9am";"5497.458";"5129.991";"3159.603";"1078.573";"2788.730";"8319.019";"5572.157";"1897.953";"2144.948";"1407.914";"1642.953";"4424.081";"3098.525";"2388.232";"4371.512";"1476.465";"7633.419";"4400.179";"   0.000";"1177.822";"1137.738";"3705.515";" 963.222";"2367.695";"2256.882";"   0.000";" 556.482";"   0.000";"   0.000";"1346.627";"   0.000";" 998.782";" 730.079";"4288.343";" 749.756";"   0.000";"   0.000";"1206.206";"6691.923";" 945.310";"1698.213";" 928.584";"   0.000";"   0.000";"1202.871";"2909.175";"1257.618";"1385.829";" 708.825";"   0.000";"   0.000";"0"
"10am";"5978.111";"4368.927";"3059.329";"1246.022";"3004.451";"8384.610";"5514.333";"2316.727";"2308.487";"1401.352";"1728.129";"4666.719";"3087.316";"2290.740";"4195.815";"1219.130";"7474.253";"4418.507";"   0.000";"1301.122";"1226.376";"3460.800";" 931.810";"2545.826";"2092.720";"   0.000";" 539.953";"   0.000";"   0.000";"1543.812";"   0.000";" 987.799";" 760.824";"4128.005";"   0.000";"   0.000";"   0.000";"1411.262";"6967.816";" 982.336";"2073.377";" 982.890";"   0.000";"   0.000";"1328.440";"3488.492";"1193.834";"1642.778";" 868.128";"   0.000";"   0.000";"   0.000"
"11am";"5838.149";"4239.060";"3075.488";"1234.285";"2844.504";"7473.596";"4856.550";"1714.371";"2203.139";"1054.946";"1432.709";"4025.128";"2535.717";"2310.210";"3575.599";"1187.961";"6744.930";"4439.018";"   0.000";"1176.683";" 866.418";"3264.660";" 867.456";"2276.598";"1654.431";"   0.000";"   0.000";"   0.000";"   0.000";"1411.981";"   0.000";" 865.427";"   0.000";"3941.696";"   0.000";" 542.402";"   0.000";"1100.787";"5713.410";" 968.124";"1767.210";"1039.085";"   0.000";"   0.000";"1142.352";"3140.997";"1177.070";"1478.460";" 863.628";"   0.000";"   0.000";"0"
