"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021"
"min";"4.10334346504559";"4.10334346504559";"4.10334346504559";"4.10334346504559";"4.10334346504559";"4.10334346504559";"4.10334346504559";"4.10334346504559";"4.10334346504559";"4.10334346504559";"4.10334346504559";"4.10334346504559";"4.10334346504559";"4.10334346504559";"4.10334346504559";"4.10334346504559";"4.10334346504559";"4.10334346504559";"4.10334346504559";"4.10334346504559";"4.10334346504559"
"max";"63.7571157495256";"63.7571157495256";"63.7571157495256";"63.7571157495256";"63.7571157495256";"63.7571157495256";"63.7571157495256";"63.7571157495256";"63.7571157495256";"63.7571157495256";"63.7571157495256";"63.7571157495256";"63.7571157495256";"63.7571157495256";"63.7571157495256";"63.7571157495256";"63.7571157495256";"63.7571157495256";"63.7571157495256";"63.7571157495256";"63.7571157495256"
"4am";"27.49288";"42.09677";"33.70079";"25.48476";"33.10696";"19.65812";"28.14286";"24.36412";"21.11554";"31.92133";"28.24536";"20.41379";"28.51638";"18.54637";"22.29917";"25.65517";"18.88218";"24.47090";"27.99401";"19.21569";"28.63501"
"5am";"27.40113";"41.66667";"33.64780";"25.62327";"32.93919";"19.40510";"28.75912";"24.52830";"21.05960";"32.06687";"28.57143";"20.44506";"29.30693";"18.00487";"22.53521";"25.76177";"19.40994";"24.76698";"28.07808";"19.51872";"29.31298"
"6am";"26.29482";"40.59098";"32.82209";"25.38354";"32.18954";"18.96792";"30.03049";"24.13793";"21.31367";"32.25806";"29.92481";"21.30178";"30.94737";"16.49718";"23.82398";"27.61194";"20.70707";"24.72973";"29.31034";"21.09145";"31.25000"
"7am";"20.56604";"42.64706";"32.97214";"28.15534";"25.83222";"19.54993";"32.43697";"26.30015";"19.65174";"30.70045";"30.72289";"24.95512";"34.05276";"14.48692";"28.62385";"31.04631";"23.77210";"26.30814";"32.57840";"23.07692";"35.74219"
"8am";"19.41667";"42.09726";"30.87622";"28.32470";"23.68421";"20.28777";"34.30127";"27.30263";"18.35075";"29.85507";"30.04292";"27.72074";"34.70437";"15.28472";"30.46875";"33.02752";"23.95833";"26.26866";"32.83582";"23.68421";"34.78261"
"9am";"18.91673";"40.37940";"29.89418";"28.00718";"23.59033";"20.62315";"34.47619";"27.15232";"18.43891";"30.49327";"30.58985";"28.09735";"34.59459";"15.54908";"32.16495";"31.82674";"22.78761";"27.24505";"32.61297";"22.62774";"34.64052"
"10am";"20.06446";"38.17952";"29.98679";"29.12966";"24.73868";"18.51852";"34.74088";"29.07563";"18.98734";"28.78338";"30.06897";"28.32244";"32.96089";"15.47958";"29.95781";"31.14120";"23.51598";"25.62500";"32.49027";"22.93233";"35.46911"
"11am";"18.29787";"38.16605";"29.98696";"28.69565";"24.33414";"19.14894";"35.11450";"28.25397";"18.47953";"28.83436";"30.42292";"29.01099";"33.42541";"15.89595";"29.35223";"31.25000";"23.78753";"26.27512";"30.91603";"22.99270";"34.96659"
"12am";"17.21170";"37.61006";"30.44077";"29.69283";"26.95962";"18.62595";"33.89199";"28.29889";"18.74259";"29.23538";"28.91892";"28.50679";"33.79888";"15.75203";"30.52838";"30.27344";"23.37079";"26.11367";"30.91603";"23.07692";"36.48649"
"1pm";"17.15928";"39.71119";"32.23250";"29.26391";"26.18483";"18.19527";"32.23819";"29.56811";"19.70387";"27.72727";"27.98913";"27.23112";"33.88889";"15.55977";"32.85714";"27.47036";"23.77622";"25.62112";"30.59548";"22.22222";"35.24027"
"2pm";"16.99834";"38.87500";"32.08054";"27.45098";"25.60680";"18.59444";"32.02358";"29.73422";"19.22639";"28.55030";"28.34979";"27.08804";"33.42105";"15.80952";"31.20000";"28.91089";"23.44828";"26.05304";"31.96881";"20.81851";"35.41203"
