"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028";"029";"030";"031"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"67.3261862199067";"67.3261862199067";"67.3261862199067";"67.3261862199067";"67.3261862199067";"67.3261862199067";"67.3261862199067";"67.3261862199067";"67.3261862199067";"67.3261862199067";"67.3261862199067";"67.3261862199067";"67.3261862199067";"67.3261862199067";"67.3261862199067";"67.3261862199067";"67.3261862199067";"67.3261862199067";"67.3261862199067";"67.3261862199067";"67.3261862199067";"67.3261862199067";"67.3261862199067";"67.3261862199067";"67.3261862199067";"67.3261862199067";"67.3261862199067";"67.3261862199067";"67.3261862199067";"67.3261862199067";"67.3261862199067"
"4am";"33.925585";"23.852994";"25.187623";"21.835384";"22.578195";"22.182381";"27.615031";" 9.389002";"27.586295";"26.979452";"37.654800";"10.177503";" 8.489501";"17.302621";"26.127170";"31.133109";"26.418476";"11.397556";"25.804375";"25.765480";"13.810284";"18.796332";"27.622030";"24.461882";"18.603449";"30.525029";"30.499091";"21.141031";"33.970998";"25.477281";"16.459175"
"5am";"33.649941";"24.400188";"25.632557";"22.039620";"21.804030";"22.182381";"26.346137";" 9.548832";"27.375096";"26.512301";"35.810058";" 9.739515";" 7.927164";"16.669739";"28.652254";"31.542191";"25.299799";"10.457020";"23.613411";"27.093578";"13.561354";"19.430658";"26.664366";"24.283770";"20.345974";"31.592937";"30.745617";"21.621757";"34.414743";"25.876026";"16.459175"
"6am";"33.218545";"26.400592";"24.642564";"23.047320";"20.141795";"22.419305";"25.786708";" 9.606075";"25.572046";"25.623508";"36.089045";" 9.604744";" 8.175039";"20.179279";"29.517032";"31.900088";"24.591853";"10.479704";"22.455042";"28.115059";"13.223096";"20.155130";"27.501087";"24.635617";"18.589050";"31.940285";"30.938075";"21.720699";"35.047636";"26.284167";"16.808206"
"7am";"33.196361";"25.713961";"24.392454";"24.363960";"21.969762";"23.077424";"24.488123";" 9.913198";"22.899167";"24.507788";"34.863917";" 9.119639";" 8.687448";"23.707536";"26.603299";"30.656698";"20.926009";"10.397241";"24.028059";"32.831808";" 8.949800";"17.878871";"23.646468";"21.822881";"19.368902";"26.280301";"30.269610";"20.506803";"28.431571";"26.986544";"16.544320"
"8am";"31.838119";"24.289436";"22.640589";"25.278043";"23.528725";"25.733253";"29.506643";"12.669112";"23.681875";"24.944604";"32.929774";"11.667384";" 9.625887";"21.739239";"29.506548";"26.825244";"17.991861";" 8.373082";"25.528722";"29.802075";" 8.600148";"15.611628";"22.240926";"23.445054";"17.153850";"24.937653";"30.736572";"21.409766";"26.844290";"26.974153";"17.642143"
"9am";"30.833517";"20.828300";"24.099581";"27.175772";"21.660523";"23.310737";"30.260470";"11.118177";"21.575695";"24.378659";"33.913342";"11.629991";" 4.583390";"21.021820";"27.742099";"32.066041";"21.123624";" 9.451792";"24.928267";"31.052554";" 9.072165";"14.008389";"24.128915";"20.782271";"15.137912";"20.506026";"21.604080";"22.311914";"24.186230";"25.301009";"19.415268"
"10am";"30.851594";"24.081794";"24.126617";"23.511779";"20.771864";"22.054472";"27.254916";"11.155337";"19.599112";"22.377427";"33.890452";"11.594754";" 7.965596";"21.377027";"22.834130";"31.263221";"17.188763";" 8.426917";"29.371527";"33.002692";" 8.769997";"15.083588";"27.128257";"20.336323";"17.331581";"20.350928";"21.840825";"18.817929";"26.706313";"26.496202";"18.799349"
"11am";"31.019376";"23.260775";"23.555324";"23.554015";"17.990702";"23.859840";"28.059745";"10.887389";"21.024254";"21.685927";"31.942205";"11.828298";"11.653436";"22.994280";"20.577623";"24.211370";"22.063648";" 8.829162";"27.046338";"34.150927";"11.713564";"14.894279";"28.206707";"19.709019";"15.232408";"21.401545";"21.260448";"23.572340";"25.365930";"26.109225";"18.094055"
"12am";"32.756076";"22.554770";"21.080095";"19.437315";"17.428159";"21.062691";"30.935496";"12.437073";"20.936960";"20.705197";"36.443604";"12.289002";" 8.691365";"24.470248";"20.685699";"28.866148";"23.183091";" 9.286962";"29.318825";"33.982991";"13.093937";"15.022533";"26.539513";"21.565315";"17.514400";"22.986767";"26.218249";"19.192613";"27.370561";"25.975445";"19.466555"
